Christina Berglund,Raclette Courdavault,8/12/1996 12:00:00 AM,44.0000,15,0
Christina Berglund,Vegie-spread,8/12/1996 12:00:00 AM,35.1000,8,0
Christina Berglund,Röd Kaviar,8/12/1996 12:00:00 AM,12.0000,25,0
Renate Messner,Alice Mutton,8/13/1996 12:00:00 AM,31.2000,15,0.25
Christina Berglund,Guaraná Fantástica,8/14/1996 12:00:00 AM,3.6000,12,0
Christina Berglund,Pâté chinois,8/14/1996 12:00:00 AM,19.2000,20,0
Christina Berglund,Rhönbräu Klosterbier,8/14/1996 12:00:00 AM,6.2000,30,0
Alejandra Camino,Teatime Chocolate Biscuits,8/14/1996 12:00:00 AM,7.3000,1,0
Alejandra Camino,Guaraná Fantástica,8/14/1996 12:00:00 AM,3.6000,6,0
Alejandra Camino,Steeleye Stout,8/14/1996 12:00:00 AM,14.4000,4,0
Alejandra Camino,Nord-Ost Matjeshering,8/15/1996 12:00:00 AM,20.7000,6,0
Alejandra Camino,Ravioli Angelo,8/15/1996 12:00:00 AM,15.6000,2,0
Carlos González,Genen Shouyu,8/16/1996 12:00:00 AM,12.4000,20,0
Carlos González,Teatime Chocolate Biscuits,8/16/1996 12:00:00 AM,7.3000,18,0
Carlos González,Camembert Pierrot,8/16/1996 12:00:00 AM,27.2000,35,0
Carlos González,Mozzarella di Giovanni,8/16/1996 12:00:00 AM,27.8000,3,0
Renate Messner,Schoggi Schokolade,8/19/1996 12:00:00 AM,35.1000,15,0.25
Renate Messner,Gula Malacca,8/19/1996 12:00:00 AM,15.5000,21,0
Renate Messner,Camembert Pierrot,8/19/1996 12:00:00 AM,27.2000,20,0.25
Renate Messner,Laughing Lumberjack Lager,8/19/1996 12:00:00 AM,11.2000,5,0.25
Horst Kloss,Chai,8/20/1996 12:00:00 AM,14.4000,45,0.2
Horst Kloss,Boston Crab Meat,8/20/1996 12:00:00 AM,14.7000,40,0.2
Horst Kloss,Perth Pasties,8/20/1996 12:00:00 AM,26.2000,36,0.2
Horst Kloss,Steeleye Stout,8/21/1996 12:00:00 AM,14.4000,100,0
Horst Kloss,Tarte au sucre,8/21/1996 12:00:00 AM,39.4000,40,0
Janete Limeira,Pavlova,8/22/1996 12:00:00 AM,13.9000,40,0.15
Janete Limeira,Sasquatch Ale,8/22/1996 12:00:00 AM,11.2000,20,0
Janete Limeira,Spegesild,8/22/1996 12:00:00 AM,9.6000,15,0.15
Maurizio Moroni,Tourtière,8/23/1996 12:00:00 AM,5.9000,10,0.1
Maurizio Moroni,Scottish Longbreads,8/23/1996 12:00:00 AM,10.0000,3,0.1
Victoria Ashworth,Aniseed Syrup,8/26/1996 12:00:00 AM,8.0000,30,0
Victoria Ashworth,Wimmers gute Semmelknödel,8/26/1996 12:00:00 AM,26.6000,9,0
Pedro Afonso,Chef Anton's Gumbo Mix,8/27/1996 12:00:00 AM,17.0000,20,0
Pedro Afonso,Thüringer Rostbratwurst,8/27/1996 12:00:00 AM,99.0000,15,0
Pedro Afonso,Maxilaku,8/27/1996 12:00:00 AM,16.0000,15,0
Pedro Afonso,Original Frankfurter grüne Soße,8/27/1996 12:00:00 AM,10.4000,10,0
Bernardo Batista,Konbu,8/27/1996 12:00:00 AM,4.8000,20,0.1
Bernardo Batista,Gula Malacca,8/27/1996 12:00:00 AM,15.5000,24,0.1
Bernardo Batista,Manjimup Dried Apples,8/27/1996 12:00:00 AM,42.4000,2,0.1
Anabela Domingues,Sir Rodney's Marmalade,8/28/1996 12:00:00 AM,64.8000,20,0
Miguel Angel Paolino,Carnarvon Tigers,8/29/1996 12:00:00 AM,50.0000,12,0
Miguel Angel Paolino,Guaraná Fantástica,8/29/1996 12:00:00 AM,3.6000,10,0
Miguel Angel Paolino,Vegie-spread,8/29/1996 12:00:00 AM,35.1000,5,0
Miguel Angel Paolino,Rhönbräu Klosterbier,8/29/1996 12:00:00 AM,6.2000,6,0
Paula Wilson,Chai,8/30/1996 12:00:00 AM,14.4000,18,0
Paula Wilson,Alice Mutton,8/30/1996 12:00:00 AM,31.2000,15,0
Paula Wilson,Ipoh Coffee,8/30/1996 12:00:00 AM,36.8000,15,0
Paula Wilson,Camembert Pierrot,8/30/1996 12:00:00 AM,27.2000,21,0
Paula Wilson,Rhönbräu Klosterbier,8/30/1996 12:00:00 AM,6.2000,6,0
Paul Henriot,Gnocchi di nonna Alice,9/2/1996 12:00:00 AM,30.4000,4,0
Carlos González,Queso Cabrales,9/3/1996 12:00:00 AM,16.8000,12,0
Carlos González,Pavlova,9/3/1996 12:00:00 AM,13.9000,30,0
Carlos González,Gudbrandsdalsost,9/3/1996 12:00:00 AM,28.8000,15,0
Frédérique Citeaux,Chartreuse verte,9/4/1996 12:00:00 AM,14.4000,60,0
Frédérique Citeaux,Mozzarella di Giovanni,9/4/1996 12:00:00 AM,27.8000,20,0
Patricia McKenna,Chang,9/5/1996 12:00:00 AM,15.2000,40,0
Patricia McKenna,Inlagd Sill,9/5/1996 12:00:00 AM,15.2000,40,0.25
Patricia McKenna,Raclette Courdavault,9/5/1996 12:00:00 AM,44.0000,30,0.25
Patricia McKenna,Tarte au sucre,9/5/1996 12:00:00 AM,39.4000,15,0
Janete Limeira,Teatime Chocolate Biscuits,9/6/1996 12:00:00 AM,7.3000,15,0
Janete Limeira,Outback Lager,9/6/1996 12:00:00 AM,12.0000,20,0
Giovanni Rovelli,Louisiana Hot Spiced Okra,9/9/1996 12:00:00 AM,13.6000,30,0
Giovanni Rovelli,Scottish Longbreads,9/9/1996 12:00:00 AM,10.0000,20,0
Rita Müller,Boston Crab Meat,9/9/1996 12:00:00 AM,14.7000,10,0
Rita Müller,Gnocchi di nonna Alice,9/9/1996 12:00:00 AM,30.4000,20,0
Pascale Cartrain,Alice Mutton,9/10/1996 12:00:00 AM,31.2000,40,0
Pascale Cartrain,Rössle Sauerkraut,9/10/1996 12:00:00 AM,36.4000,28,0
Pascale Cartrain,Ipoh Coffee,9/10/1996 12:00:00 AM,36.8000,12,0
José Pedro Freyre,Boston Crab Meat,9/11/1996 12:00:00 AM,14.7000,40,0.1
José Pedro Freyre,Louisiana Fiery Hot Pepper Sauce,9/11/1996 12:00:00 AM,16.8000,30,0.1
José Pedro Freyre,Scottish Longbreads,9/11/1996 12:00:00 AM,10.0000,15,0.1
Miguel Angel Paolino,Maxilaku,9/12/1996 12:00:00 AM,16.0000,30,0
Miguel Angel Paolino,Raclette Courdavault,9/12/1996 12:00:00 AM,44.0000,10,0
Miguel Angel Paolino,Flotemysost,9/12/1996 12:00:00 AM,17.2000,2,0
Rene Phillips,Carnarvon Tigers,9/13/1996 12:00:00 AM,50.0000,25,0.1
Rene Phillips,Thüringer Rostbratwurst,9/13/1996 12:00:00 AM,99.0000,25,0.1
Rene Phillips,Chartreuse verte,9/13/1996 12:00:00 AM,14.4000,30,0.1
Alejandra Camino,Nord-Ost Matjeshering,9/16/1996 12:00:00 AM,20.7000,10,0
Alejandra Camino,Perth Pasties,9/16/1996 12:00:00 AM,26.2000,10,0
Alejandra Camino,Tourtière,9/16/1996 12:00:00 AM,5.9000,5,0
Fran Wilson,Tarte au sucre,9/17/1996 12:00:00 AM,39.4000,10,0
Fran Wilson,Scottish Longbreads,9/17/1996 12:00:00 AM,10.0000,3,0
Ana Trujillo,Gudbrandsdalsost,9/18/1996 12:00:00 AM,28.8000,1,0
Ana Trujillo,Outback Lager,9/18/1996 12:00:00 AM,12.0000,5,0
Patricia McKenna,Chef Anton's Cajun Seasoning,9/19/1996 12:00:00 AM,17.6000,20,0
Patricia McKenna,Grandma's Boysenberry Spread,9/19/1996 12:00:00 AM,20.0000,30,0
Patricia McKenna,Singaporean Hokkien Fried Mee,9/19/1996 12:00:00 AM,11.2000,2,0
Patricia McKenna,Ipoh Coffee,9/19/1996 12:00:00 AM,36.8000,20,0
Patricia McKenna,Flotemysost,9/19/1996 12:00:00 AM,17.2000,3,0
Liz Nixon,Pavlova,9/20/1996 12:00:00 AM,13.9000,10,0
Liz Nixon,Tarte au sucre,9/20/1996 12:00:00 AM,39.4000,5,0
Janine Labrune,Singaporean Hokkien Fried Mee,9/20/1996 12:00:00 AM,11.2000,6,0
Janine Labrune,Gudbrandsdalsost,9/20/1996 12:00:00 AM,28.8000,7,0
Rita Müller,Rössle Sauerkraut,9/23/1996 12:00:00 AM,36.4000,4,0
Rita Müller,Ipoh Coffee,9/23/1996 12:00:00 AM,36.8000,24,0
Rita Müller,Perth Pasties,9/23/1996 12:00:00 AM,26.2000,20,0
Rita Müller,Rhönbräu Klosterbier,9/23/1996 12:00:00 AM,6.2000,10,0
Horst Kloss,Inlagd Sill,9/24/1996 12:00:00 AM,15.2000,12,0
Paula Wilson,Mascarpone Fabioli,9/25/1996 12:00:00 AM,25.6000,40,0.1
Paula Wilson,Escargots de Bourgogne,9/25/1996 12:00:00 AM,10.6000,30,0.1
Paula Wilson,Tarte au sucre,9/25/1996 12:00:00 AM,39.4000,25,0.1
Helen Bennett,Sasquatch Ale,9/26/1996 12:00:00 AM,11.2000,14,0
Helen Bennett,Outback Lager,9/26/1996 12:00:00 AM,12.0000,30,0
Paula Wilson,Jack's New England Clam Chowder,9/27/1996 12:00:00 AM,7.7000,10,0
Paula Wilson,Tarte au sucre,9/27/1996 12:00:00 AM,39.4000,70,0
Fran Wilson,Chai,9/30/1996 12:00:00 AM,14.4000,20,0
Helen Bennett,Jack's New England Clam Chowder,10/1/1996 12:00:00 AM,7.7000,20,0
Helen Bennett,Lakkalikööri,10/1/1996 12:00:00 AM,14.4000,6,0
Miguel Angel Paolino,Alice Mutton,10/2/1996 12:00:00 AM,31.2000,8,0
Miguel Angel Paolino,Rössle Sauerkraut,10/2/1996 12:00:00 AM,36.4000,14,0
Miguel Angel Paolino,Lakkalikööri,10/2/1996 12:00:00 AM,14.4000,30,0
Pirkko Koskitalo,Flotemysost,10/3/1996 12:00:00 AM,17.2000,30,0
Helen Bennett,Steeleye Stout,10/3/1996 12:00:00 AM,14.4000,10,0
Guillermo Fernández,Filo Mix,10/4/1996 12:00:00 AM,5.6000,20,0
Philip Cramer,Genen Shouyu,10/7/1996 12:00:00 AM,12.4000,5,0
Philip Cramer,NuNuCa Nuß-Nougat-Creme,10/7/1996 12:00:00 AM,11.2000,4,0
Philip Cramer,Chartreuse verte,10/7/1996 12:00:00 AM,14.4000,4,0
Jose Pavarotti,Pavlova,10/8/1996 12:00:00 AM,13.9000,21,0.15
Jose Pavarotti,Steeleye Stout,10/8/1996 12:00:00 AM,14.4000,70,0.15
Jose Pavarotti,Spegesild,10/8/1996 12:00:00 AM,9.6000,30,0
Jose Pavarotti,Raclette Courdavault,10/8/1996 12:00:00 AM,44.0000,40,0.15
Jose Pavarotti,Vegie-spread,10/8/1996 12:00:00 AM,35.1000,80,0.15
Philip Cramer,Grandma's Boysenberry Spread,10/9/1996 12:00:00 AM,20.0000,6,0
Philip Cramer,Konbu,10/9/1996 12:00:00 AM,4.8000,12,0
Philip Cramer,Tofu,10/9/1996 12:00:00 AM,18.6000,9,0
Philip Cramer,Gorgonzola Telino,10/9/1996 12:00:00 AM,10.0000,4,0
Philip Cramer,Mozzarella di Giovanni,10/9/1996 12:00:00 AM,27.8000,40,0
Martín Sommer,Chef Anton's Cajun Seasoning,10/10/1996 12:00:00 AM,17.6000,24,0
Martín Sommer,Ravioli Angelo,10/10/1996 12:00:00 AM,15.6000,16,0
Martín Sommer,Rhönbräu Klosterbier,10/10/1996 12:00:00 AM,6.2000,50,0
Maria Larsson,Chang,10/11/1996 12:00:00 AM,15.2000,25,0.2
Maria Larsson,Queso Cabrales,10/11/1996 12:00:00 AM,16.8000,50,0.2
Maria Larsson,Nord-Ost Matjeshering,10/11/1996 12:00:00 AM,20.7000,35,0.2
Maria Larsson,Escargots de Bourgogne,10/11/1996 12:00:00 AM,10.6000,30,0.2
Lino Rodriguez,Raclette Courdavault,10/14/1996 12:00:00 AM,44.0000,9,0
Lino Rodriguez,Louisiana Fiery Hot Pepper Sauce,10/14/1996 12:00:00 AM,16.8000,40,0
Lino Rodriguez,Scottish Longbreads,10/14/1996 12:00:00 AM,10.0000,10,0
Art Braunschweiger,Teatime Chocolate Biscuits,10/15/1996 12:00:00 AM,7.3000,10,0.05
Art Braunschweiger,Nord-Ost Matjeshering,10/15/1996 12:00:00 AM,20.7000,8,0.05
Art Braunschweiger,Côte de Blaye,10/15/1996 12:00:00 AM,210.8000,20,0.05
Art Braunschweiger,Gnocchi di nonna Alice,10/15/1996 12:00:00 AM,30.4000,12,0.05
Carlos González,Gumbär Gummibärchen,10/16/1996 12:00:00 AM,24.9000,50,0.15
Carlos González,Mozzarella di Giovanni,10/16/1996 12:00:00 AM,27.8000,25,0.15
Laurence Lebihan,Tourtière,10/16/1996 12:00:00 AM,5.9000,15,0
Jean Fresnière,Carnarvon Tigers,10/17/1996 12:00:00 AM,50.0000,40,0.2
Jean Fresnière,Singaporean Hokkien Fried Mee,10/17/1996 12:00:00 AM,11.2000,10,0.2
Jean Fresnière,Zaanse koeken,10/17/1996 12:00:00 AM,7.6000,16,0.2
Pirkko Koskitalo,Tofu,10/18/1996 12:00:00 AM,18.6000,10,0
Pirkko Koskitalo,Sir Rodney's Scones,10/18/1996 12:00:00 AM,8.0000,10,0.1
Pirkko Koskitalo,Flotemysost,10/18/1996 12:00:00 AM,17.2000,40,0.1
Mary Saveley,Filo Mix,10/21/1996 12:00:00 AM,5.6000,8,0
Mary Saveley,Scottish Longbreads,10/21/1996 12:00:00 AM,10.0000,10,0
Patricia McKenna,Chang,10/22/1996 12:00:00 AM,15.2000,7,0.2
Patricia McKenna,Gorgonzola Telino,10/22/1996 12:00:00 AM,10.0000,25,0.2
Patricia McKenna,Mascarpone Fabioli,10/22/1996 12:00:00 AM,25.6000,6,0.2
Patricia McKenna,Manjimup Dried Apples,10/22/1996 12:00:00 AM,42.4000,48,0.2
Isabel de Castro,Chef Anton's Cajun Seasoning,10/23/1996 12:00:00 AM,17.6000,18,0.1
Peter Franken,Tunnbröd,10/24/1996 12:00:00 AM,7.2000,40,0
Peter Franken,Gumbär Gummibärchen,10/24/1996 12:00:00 AM,24.9000,24,0
Peter Franken,Inlagd Sill,10/24/1996 12:00:00 AM,15.2000,20,0
Peter Franken,Gravad lax,10/24/1996 12:00:00 AM,20.8000,28,0
Peter Franken,Mozzarella di Giovanni,10/24/1996 12:00:00 AM,27.8000,25,0
Rene Phillips,Alice Mutton,10/25/1996 12:00:00 AM,31.2000,20,0
Rene Phillips,Nord-Ost Matjeshering,10/25/1996 12:00:00 AM,20.7000,15,0
Jean Fresnière,Chef Anton's Cajun Seasoning,10/28/1996 12:00:00 AM,17.6000,10,0
Jean Fresnière,Alice Mutton,10/28/1996 12:00:00 AM,31.2000,70,0.05
Jean Fresnière,Tarte au sucre,10/28/1996 12:00:00 AM,39.4000,28,0
Laurence Lebihan,Carnarvon Tigers,10/29/1996 12:00:00 AM,50.0000,20,0.05
Laurence Lebihan,Jack's New England Clam Chowder,10/29/1996 12:00:00 AM,7.7000,12,0.05
Laurence Lebihan,Ipoh Coffee,10/29/1996 12:00:00 AM,36.8000,40,0.05
Jytte Petersen,Geitost,10/29/1996 12:00:00 AM,2.0000,8,0
Jytte Petersen,Raclette Courdavault,10/29/1996 12:00:00 AM,44.0000,9,0.15
Peter Franken,Chang,10/30/1996 12:00:00 AM,15.2000,24,0.2
Peter Franken,Gorgonzola Telino,10/30/1996 12:00:00 AM,10.0000,56,0.2
Peter Franken,Inlagd Sill,10/30/1996 12:00:00 AM,15.2000,40,0.2
Peter Franken,Pâté chinois,10/30/1996 12:00:00 AM,19.2000,40,0.2
Renate Messner,Wimmers gute Semmelknödel,10/31/1996 12:00:00 AM,26.6000,50,0
Renate Messner,Scottish Longbreads,10/31/1996 12:00:00 AM,10.0000,4,0.05
Renate Messner,Lakkalikööri,10/31/1996 12:00:00 AM,14.4000,15,0
Karl Jablonski,Chef Anton's Cajun Seasoning,11/1/1996 12:00:00 AM,17.6000,35,0
Karl Jablonski,Northwoods Cranberry Sauce,11/1/1996 12:00:00 AM,32.0000,70,0.25
Horst Kloss,Northwoods Cranberry Sauce,11/4/1996 12:00:00 AM,32.0000,70,0
Horst Kloss,Teatime Chocolate Biscuits,11/4/1996 12:00:00 AM,7.3000,80,0
Horst Kloss,Singaporean Hokkien Fried Mee,11/4/1996 12:00:00 AM,11.2000,9,0
Paula Wilson,Alice Mutton,11/5/1996 12:00:00 AM,31.2000,36,0.1
Paula Wilson,Gnocchi di nonna Alice,11/5/1996 12:00:00 AM,30.4000,20,0
Aria Cruz,NuNuCa Nuß-Nougat-Creme,11/6/1996 12:00:00 AM,11.2000,10,0
Aria Cruz,Chartreuse verte,11/6/1996 12:00:00 AM,14.4000,50,0.15
Aria Cruz,Boston Crab Meat,11/6/1996 12:00:00 AM,14.7000,4,0
Aria Cruz,Rhönbräu Klosterbier,11/6/1996 12:00:00 AM,6.2000,6,0.15
Rita Müller,Chai,11/7/1996 12:00:00 AM,14.4000,15,0.15
Rita Müller,Tunnbröd,11/7/1996 12:00:00 AM,7.2000,25,0
Art Braunschweiger,Tourtière,11/8/1996 12:00:00 AM,5.9000,24,0
Annette Roulet,Valkoinen suklaa,11/11/1996 12:00:00 AM,13.0000,15,0.1
Annette Roulet,Gudbrandsdalsost,11/11/1996 12:00:00 AM,28.8000,18,0.1
Roland Mendel,Côte de Blaye,11/11/1996 12:00:00 AM,210.8000,20,0.05
Roland Mendel,Jack's New England Clam Chowder,11/11/1996 12:00:00 AM,7.7000,13,0
Roland Mendel,Gula Malacca,11/11/1996 12:00:00 AM,15.5000,77,0.05
Roland Mendel,Louisiana Fiery Hot Pepper Sauce,11/11/1996 12:00:00 AM,16.8000,10,0.05
Lino Rodriguez,Guaraná Fantástica,11/12/1996 12:00:00 AM,3.6000,10,0
Lino Rodriguez,Tourtière,11/12/1996 12:00:00 AM,5.9000,20,0.15
Georg Pipps,Queso Cabrales,11/13/1996 12:00:00 AM,16.8000,12,0.2
Georg Pipps,Côte de Blaye,11/13/1996 12:00:00 AM,210.8000,50,0.2
Guillermo Fernández,Chai,11/14/1996 12:00:00 AM,14.4000,12,0
Guillermo Fernández,Thüringer Rostbratwurst,11/14/1996 12:00:00 AM,99.0000,4,0
Thomas Hardy,Guaraná Fantástica,11/15/1996 12:00:00 AM,3.6000,25,0
Thomas Hardy,Ravioli Angelo,11/15/1996 12:00:00 AM,15.6000,25,0
Rita Müller,Gorgonzola Telino,11/18/1996 12:00:00 AM,10.0000,30,0
Rita Müller,Pâté chinois,11/18/1996 12:00:00 AM,19.2000,12,0
Rita Müller,Gudbrandsdalsost,11/18/1996 12:00:00 AM,28.8000,20,0
Carlos González,Ikura,11/19/1996 12:00:00 AM,24.8000,30,0.2
Carlos González,Gumbär Gummibärchen,11/19/1996 12:00:00 AM,24.9000,16,0
Carlos González,Camembert Pierrot,11/19/1996 12:00:00 AM,27.2000,8,0.2
Annette Roulet,Guaraná Fantástica,11/20/1996 12:00:00 AM,3.6000,10,0.05
Annette Roulet,Sasquatch Ale,11/20/1996 12:00:00 AM,11.2000,10,0.05
Annette Roulet,Inlagd Sill,11/20/1996 12:00:00 AM,15.2000,20,0.05
Hari Kumar,Pavlova,11/21/1996 12:00:00 AM,13.9000,56,0.05
Hari Kumar,Gorgonzola Telino,11/21/1996 12:00:00 AM,10.0000,70,0.05
Hari Kumar,Camembert Pierrot,11/21/1996 12:00:00 AM,27.2000,80,0.05
Frédérique Citeaux,Rössle Sauerkraut,11/22/1996 12:00:00 AM,36.4000,30,0
Frédérique Citeaux,Thüringer Rostbratwurst,11/22/1996 12:00:00 AM,99.0000,35,0
Frédérique Citeaux,Côte de Blaye,11/22/1996 12:00:00 AM,210.8000,10,0
Frédérique Citeaux,Maxilaku,11/22/1996 12:00:00 AM,16.0000,35,0
Frédérique Citeaux,Tourtière,11/22/1996 12:00:00 AM,5.9000,28,0
Horst Kloss,Chartreuse verte,11/22/1996 12:00:00 AM,14.4000,54,0.1
Horst Kloss,Camembert Pierrot,11/22/1996 12:00:00 AM,27.2000,55,0.1
Laurence Lebihan,NuNuCa Nuß-Nougat-Creme,11/25/1996 12:00:00 AM,11.2000,50,0
Laurence Lebihan,Manjimup Dried Apples,11/25/1996 12:00:00 AM,42.4000,20,0
Laurence Lebihan,Tourtière,11/25/1996 12:00:00 AM,5.9000,24,0
Sven Ottlieb,Gorgonzola Telino,11/26/1996 12:00:00 AM,10.0000,20,0
Sven Ottlieb,Rhönbräu Klosterbier,11/26/1996 12:00:00 AM,6.2000,12,0
Sven Ottlieb,Lakkalikööri,11/26/1996 12:00:00 AM,14.4000,12,0
Ann Devon,Gudbrandsdalsost,11/26/1996 12:00:00 AM,28.8000,30,0
